Ident;OrdTerm;FoundIn;IcdResult;Term;FilterIn;FilterOut;TermCodif;TermNoBlank
1913;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15216;16456
1920;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15217;16457
1930;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15218;16458
4734;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15219;16459
6621;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15220;16460
6737;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15221;16461
6849;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15222;16462
6884;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15223;16463
6887;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15224;16464
6915;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15225;16465
6953;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15226;16466
7001;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15227;16467
7064;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15228;16468
7441;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15229;16469
7444;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15230;16470
7469;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15231;16471
7475;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15232;16472
7493;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15233;16473
7504;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15234;16474
7511;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15235;16475
7512;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15236;16476
7536;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15237;16477
7557;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15238;16478
7560;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15239;16479
7600;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15240;16480
7610;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15241;16481
7616;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15242;16482
7619;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15243;16483
7648;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15244;16484
7666;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15245;16485
7667;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15246;16486
7684;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15247;16487
9399;Term2;Diccionario;O801;PARTO UNICO ESPONTANEO PRESENTACION DE NALGAS O PODALICA;NA;NA;15247;16488
6516;Term2;Diccionario;O809;PARTO UNICO ESPONTANEO SIN OTRA ESPECIFICACION;NA;NA;15248;16489
6602;Term2;Duplicado;O809;PARTO UNICO ESPONTANEO SIN OTRA ESPECIFICACION;NA;NA;15250;16490
6615;Term2;Duplicado;O809;PARTO UNICO ESPONTANEO SIN OTRA ESPECIFICACION;NA;NA;15251;16491
6757;Term2;Duplicado;O809;PARTO UNICO ESPONTANEO SIN OTRA ESPECIFICACION;NA;NA;15252;16492
737;Term2;Diccionario;;PARTO UNICO ESPONTANEO SIN OTRA ESPECIFICACION SEXO MASCULINO;NA;NA;15252;16493
737;Term2;AplicaStandard0;;PARTO UNICO ESPONTANEO SIN OTRAS ESPECIFICACION SEXO MASCULINO;\bOTR?(A)(S)?\b;OTRAS;15252;16493
737;Term2;AplicaStandard0;;PARTO UNICO ESPONTANEO SIN OTRAS ESPECIFICACION;\s?(PRODUCTOS?)?\s?(DE)?\s?SEXO?\s?(MASCULIN[OA]|FEMENIN[OA])\s?; ;15252;16493
737;Term2;ResultStandard0;;PARTO UNICO ESPONTANEO SIN OTRAS ESPECIFICACION;NA;NA;15252;16493
737;Term2;ResultStandard1;;PARTO UNICO ESPONTANEO SIN OTRAS ESPECIFICACION;NA;NA;15252;16493
737;Term2;AplicaStandard2;;PARTO UNICO ESPONTANEO;\s?(SIN)?\s?OTRA(S)?\s?ESPECIFICACION(ES)?;;15252;16493
737;Term2;ResultStandard2;O809;PARTO UNICO ESPONTANEO;NA;NA;15253;16493
9815;Term2;Diccionario;;PARTO UNICO POR CESAREA;NA;NA;15253;16494
9815;Term2;AplicaStandard0;;PARTO UNICO POR CESAREA;\b(CE[SZ]A?R[EI]A(DA)?)\b;CESAREA;15253;16494
9815;Term2;ResultStandard0;;PARTO UNICO POR CESAREA;NA;NA;15253;16494
9815;Term2;AplicaStandard1;;PARTO POR CESAREA SIN OTRA ESPECIFICACION;\b^(PARTO)?\s?(UNICO)?\s?(POR)?\s?CESAR[IE]AS?\s?(SEGMENTA(R[IE]|D)AS?)?(\s?SIMPLE)?$\b;PARTO POR CESAREA SIN OTRA ESPECIFICACION;15253;16494
9815;Term2;ResultStandard1;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15254;16494
9828;Term2;Duplicado;O829;PARTO UNICO POR CESAREA;NA;NA;15255;16495
4557;Term2;Diccionario;O757;PARTO VAGINAL POSTERIOR A UNA CESAREA PREVIA;NA;NA;15255;16496
4735;Term2;Duplicado;O757;PARTO VAGINAL POSTERIOR A UNA CESAREA PREVIA;NA;NA;15257;16497
6975;Term2;Duplicado;O757;PARTO VAGINAL POSTERIOR A UNA CESAREA PREVIA;NA;NA;15258;16498
7075;Term2;Duplicado;O757;PARTO VAGINAL POSTERIOR A UNA CESAREA PREVIA;NA;NA;15259;16499
7357;Term2;Duplicado;O757;PARTO VAGINAL POSTERIOR A UNA CESAREA PREVIA;NA;NA;15260;16500
7673;Term2;Duplicado;O757;PARTO VAGINAL POSTERIOR A UNA CESAREA PREVIA;NA;NA;15261;16501
11221;Term2;Diccionario;G960;PERDIDA DE LIQUIDO CEFALORRAQUIDEO;NA;NA;15261;16502
244;Term2;Diccionario;H729;PERFORACION DE LA MEMBRANA TIMPANICA SIN OTRA ESPECIFICACION;NA;NA;15262;16503
11198;Term2;Diccionario;K650;PERITONITIS AGUDA;NA;NA;15263;16504
11199;Term2;Duplicado;K650;PERITONITIS AGUDA;NA;NA;15265;16505
1905;Term2;Diccionario;K659;PERITONITIS NO ESPECIFICADA;NA;NA;15265;16506
7021;Term2;Diccionario;P070;PESO EXTREMADAMENTE BAJO AL NACER;NA;NA;15266;16507
9343;Term2;Diccionario;N111;PIELONEFRITIS CRONICA OBSTRUCTIVA;NA;NA;15267;16508
1549;Term2;Diccionario;;PIELONEFRITIS CUP 2;NA;NA;15268;16509
1549;Term2;ResultStandard0;;PIELONEFRITIS CUP 2;NA;NA;15268;16509
1549;Term2;ResultStandard1;;PIELONEFRITIS CUP 2;NA;NA;15268;16509
1549;Term2;ResultStandard2;;PIELONEFRITIS CUP 2;NA;NA;15268;16509
5381;Term2;Diccionario;O441;PLACENTA PREVIA CON HEMORRAGIA;NA;NA;15268;16510
5505;Term2;Duplicado;O441;PLACENTA PREVIA CON HEMORRAGIA;NA;NA;15270;16511
5636;Term2;Duplicado;O441;PLACENTA PREVIA CON HEMORRAGIA;NA;NA;15271;16512
7887;Term2;Duplicado;O441;PLACENTA PREVIA CON HEMORRAGIA;NA;NA;15272;16513
8206;Term2;Duplicado;O441;PLACENTA PREVIA CON HEMORRAGIA;NA;NA;15273;16514
7200;Term2;Diccionario;P611;POLICITEMIA NEONATAL;NA;NA;15273;16515
6871;Term2;Diccionario;O40;POLIHIDRAMNIOS;NA;NA;15274;16516
7253;Term2;Duplicado;O40;POLIHIDRAMNIOS;NA;NA;15276;16517
7487;Term2;Duplicado;O40;POLIHIDRAMNIOS;NA;NA;15277;16518
8803;Term2;Duplicado;O40;POLIHIDRAMNIOS;NA;NA;15278;16519
2171;Term2;Diccionario;N840;POLIPO DEL CUERPO DEL UTERO;NA;NA;15278;16520
6837;Term2;Duplicado;N840;POLIPO DEL CUERPO DEL UTERO;NA;NA;15280;16521
967;Term2;Diccionario;;PRECLAMSIA;NA;NA;15280;16522
967;Term2;AplicaStandard0;;PREECLAMPSIA;\b(PRE\s?E?CL?A[MN]?A?P?[SC]IA|PRECLASMIA|(PREECLA)(NSIA|PSIA))\b;PREECLAMPSIA;15280;16522
967;Term2;ResultStandard0;O149;PREECLAMPSIA;NA;NA;15281;16522
1550;Term2;Duplicado;O149;PRECLAMSIA;NA;NA;15282;16523
1027;Term2;Diccionario;;PRECLAMSIA SEVERA;NA;NA;15282;16524
1027;Term2;AplicaStandard0;;PREECLAMPSIA SEVERA;\b(PRE\s?E?CL?A[MN]?A?P?[SC]IA|PRECLASMIA|(PREECLA)(NSIA|PSIA))\b;PREECLAMPSIA;15282;16524
1027;Term2;ResultStandard0;O141;PREECLAMPSIA SEVERA;NA;NA;15283;16524
1056;Term2;Diccionario;;PRECLAMSIA SIN SIGNOS DE ALARMA;NA;NA;15283;16525
1056;Term2;AplicaStandard0;;PREECLAMPSIA SIN SIGNOS DE ALARMA;\b(PRE\s?E?CL?A[MN]?A?P?[SC]IA|PRECLASMIA|(PREECLA)(NSIA|PSIA))\b;PREECLAMPSIA;15283;16525
1056;Term2;ResultStandard0;;PREECLAMPSIA SIN SIGNOS DE ALARMA;NA;NA;15283;16525
1056;Term2;AplicaStandard1;;PRECLAMPSIA SIN SIGNOS DE ALARMA;É|È|Ë|EE;E;15283;16525
1056;Term2;AplicaStandard1;;PRECLAMPSIA SIN SIGNOS ALARMA;\b\sANTE\s|\sCABE\s|\sDE\sDE\s|\sDE\s|\sDESDE\s|\sDURANTE\s|\sENTRE\s|\sHACIA\s|\sHASTA\s|\sMEDIANTE\s|\sPARA\s|\sSEGUN\s|\sSO\s|\sSOBRE\s|\sTRAS\s|\sVERSUS\s\b; ;15283;16525
1056;Term2;ResultStandard1;;PRECLAMPSIA SIN SIGNOS ALARMA;NA;NA;15283;16525
1056;Term2;ResultStandard2;;PRECLAMPSIA SIN SIGNOS ALARMA;NA;NA;15283;16525
903;Term2;Diccionario;;PRECLAMSIA SIN SIGNOS DE GRAVEDAD;NA;NA;15283;16526
903;Term2;AplicaStandard0;;PREECLAMPSIA SIN SIGNOS DE GRAVEDAD;\b(PRE\s?E?CL?A[MN]?A?P?[SC]IA|PRECLASMIA|(PREECLA)(NSIA|PSIA))\b;PREECLAMPSIA;15283;16526
903;Term2;ResultStandard0;;PREECLAMPSIA SIN SIGNOS DE GRAVEDAD;NA;NA;15283;16526
903;Term2;AplicaStandard1;;PRECLAMPSIA SIN SIGNOS DE GRAVEDAD;É|È|Ë|EE;E;15283;16526
903;Term2;AplicaStandard1;;PRECLAMPSIA SIN SIGNOS GRAVEDAD;\b\sANTE\s|\sCABE\s|\sDE\sDE\s|\sDE\s|\sDESDE\s|\sDURANTE\s|\sENTRE\s|\sHACIA\s|\sHASTA\s|\sMEDIANTE\s|\sPARA\s|\sSEGUN\s|\sSO\s|\sSOBRE\s|\sTRAS\s|\sVERSUS\s\b; ;15283;16526
903;Term2;AplicaStandard1;;PRECLAMPSIA SIN SIGNOS DAD;\bGRAVE|CAUSAS?|REAGUDIZACION|((RE)?AGUDIZAD|DESCONOCID|DIFUS|CONFIRMAD|TARDI|RESUCITAD|REFRACTARI|GENERALI[SZ]AD|AVAN[ZS])[AO]S?\b;;15283;16526
903;Term2;ResultStandard1;;PRECLAMPSIA SIN SIGNOS DAD;NA;NA;15283;16526
903;Term2;ResultStandard2;;PRECLAMPSIA SIN SIGNOS DAD;NA;NA;15283;16526
1813;Term2;Diccionario;O140;PREECLAMPSIA LEVE A MODERADA;NA;NA;15283;16527
3336;Term2;Duplicado;O140;PREECLAMPSIA LEVE A MODERADA;NA;NA;15285;16528
3392;Term2;Duplicado;O140;PREECLAMPSIA LEVE A MODERADA;NA;NA;15286;16529
3497;Term2;Duplicado;O140;PREECLAMPSIA LEVE A MODERADA;NA;NA;15287;16530
3500;Term2;Duplicado;O140;PREECLAMPSIA LEVE A MODERADA;NA;NA;15288;16531
3607;Term2;Duplicado;O140;PREECLAMPSIA LEVE A MODERADA;NA;NA;15289;16532
3639;Term2;Duplicado;O140;PREECLAMPSIA LEVE A MODERADA;NA;NA;15290;16533
3660;Term2;Duplicado;O140;PREECLAMPSIA LEVE A MODERADA;NA;NA;15291;16534
3783;Term2;Duplicado;O140;PREECLAMPSIA LEVE A MODERADA;NA;NA;15292;16535
4964;Term2;Duplicado;O140;PREECLAMPSIA LEVE A MODERADA;NA;NA;15293;16536
5030;Term2;Duplicado;O140;PREECLAMPSIA LEVE A MODERADA;NA;NA;15294;16537
5190;Term2;Duplicado;O140;PREECLAMPSIA LEVE A MODERADA;NA;NA;15295;16538
5410;Term2;Duplicado;O140;PREECLAMPSIA LEVE A MODERADA;NA;NA;15296;16539
5429;Term2;Duplicado;O140;PREECLAMPSIA LEVE A MODERADA;NA;NA;15297;16540
5631;Term2;Duplicado;O140;PREECLAMPSIA LEVE A MODERADA;NA;NA;15298;16541
7027;Term2;Duplicado;O140;PREECLAMPSIA LEVE A MODERADA;NA;NA;15299;16542
7190;Term2;Duplicado;O140;PREECLAMPSIA LEVE A MODERADA;NA;NA;15300;16543
7267;Term2;Duplicado;O140;PREECLAMPSIA LEVE A MODERADA;NA;NA;15301;16544
3335;Term2;Diccionario;O149;PREECLAMPSIA NO ESPECIFICADA;NA;NA;15301;16545
2228;Term2;Diccionario;O141;PREECLAMPSIA SEVERA;NA;NA;15302;16546
5064;Term2;Duplicado;O141;PREECLAMPSIA SEVERA;NA;NA;15304;16547
5160;Term2;Duplicado;O141;PREECLAMPSIA SEVERA;NA;NA;15305;16548
5196;Term2;Duplicado;O141;PREECLAMPSIA SEVERA;NA;NA;15306;16549
5341;Term2;Duplicado;O141;PREECLAMPSIA SEVERA;NA;NA;15307;16550
5346;Term2;Duplicado;O141;PREECLAMPSIA SEVERA;NA;NA;15308;16551
5435;Term2;Duplicado;O141;PREECLAMPSIA SEVERA;NA;NA;15309;16552
5582;Term2;Duplicado;O141;PREECLAMPSIA SEVERA;NA;NA;15310;16553
6957;Term2;Duplicado;O141;PREECLAMPSIA SEVERA;NA;NA;15311;16554
7100;Term2;Duplicado;O141;PREECLAMPSIA SEVERA;NA;NA;15312;16555
7222;Term2;Duplicado;O141;PREECLAMPSIA SEVERA;NA;NA;15313;16556
7252;Term2;Duplicado;O141;PREECLAMPSIA SEVERA;NA;NA;15314;16557
7309;Term2;Duplicado;O141;PREECLAMPSIA SEVERA;NA;NA;15315;16558
7311;Term2;Duplicado;O141;PREECLAMPSIA SEVERA;NA;NA;15316;16559
7348;Term2;Duplicado;O141;PREECLAMPSIA SEVERA;NA;NA;15317;16560
7376;Term2;Duplicado;O141;PREECLAMPSIA SEVERA;NA;NA;15318;16561
7401;Term2;Duplicado;O141;PREECLAMPSIA SEVERA;NA;NA;15319;16562
7477;Term2;Duplicado;O141;PREECLAMPSIA SEVERA;NA;NA;15320;16563
7486;Term2;Duplicado;O141;PREECLAMPSIA SEVERA;NA;NA;15321;16564
7522;Term2;Duplicado;O141;PREECLAMPSIA SEVERA;NA;NA;15322;16565
8757;Term2;Duplicado;O141;PREECLAMPSIA SEVERA;NA;NA;15323;16566
9028;Term2;Diccionario;;PROBLEMAS RELACIONADOS CON EL APOYO FAMILIAR INADECUADO;NA;NA;15323;16567
9028;Term2;ResultStandard0;;PROBLEMAS RELACIONADOS CON EL APOYO FAMILIAR INADECUADO;NA;NA;15323;16567
9028;Term2;AplicaStandard1;;PROBLEMAS RELACIONADOS CON APOYO FAMILIAR INADECUADO;\b\sEL\s|\sLAS?\s|\sLO(S)?\s|\sUN[AO]?S?\s|\sMAS\s\b; ;15323;16567
9028;Term2;ResultStandard1;;PROBLEMAS RELACIONADOS CON APOYO FAMILIAR INADECUADO;NA;NA;15323;16567
9028;Term2;AplicaStandard2;;PROBLEMAS RELACIONADOS APOYO FAMILIAR INADECUADO;\s?\s?CON\s?; ;15323;16567
9028;Term2;ResultStandard2;;PROBLEMAS RELACIONADOS APOYO FAMILIAR INADECUADO;NA;NA;15323;16567
7094;Term2;Diccionario;;PROBLEMAS RELACIONADOS CON EL ESTRES NO CLASIFICADOS EN OTRA PARTE;NA;NA;15323;16568
7094;Term2;AplicaStandard0;;PROBLEMAS RELACIONADOS CON EL ESTRES NO CLASIFICADOS EN OTRAS PARTE;\bOTR?(A)(S)?\b;OTRAS;15323;16568
7094;Term2;ResultStandard0;;PROBLEMAS RELACIONADOS CON EL ESTRES NO CLASIFICADOS EN OTRAS PARTE;NA;NA;15323;16568
7094;Term2;AplicaStandard1;;PROBLEMAS RELACIONADOS CON ESTRES NO CLASIFICADOS EN OTRAS PARTE;\b\sEL\s|\sLAS?\s|\sLO(S)?\s|\sUN[AO]?S?\s|\sMAS\s\b; ;15323;16568
7094;Term2;AplicaStandard1;;PROBLEMAS RELACIONADOS CON ESTRES NO CLASIFICADOS OTRAS PARTE;\b\sEN\s\b; ;15323;16568
7094;Term2;AplicaStandard1;;PROBLEMAS RELACIONADOS CON ESTRES NO CLASIFICADOS OTRAS;\b(PARTES?|[SC]ITIOS?|SUBIT[OA]|LADOS?)$\b;;15323;16568
7094;Term2;ResultStandard1;;PROBLEMAS RELACIONADOS CON ESTRES NO CLASIFICADOS OTRAS;NA;NA;15323;16568
7094;Term2;AplicaStandard2;;PROBLEMAS RELACIONADOS ESTRES NO CLASIFICADOS OTRAS;\s?\s?CON\s?; ;15323;16568
7094;Term2;ResultStandard2;;PROBLEMAS RELACIONADOS ESTRES NO CLASIFICADOS OTRAS;NA;NA;15323;16568
7305;Term2;Diccionario;;PROBLEMAS RELACIONADOS CON LA LIMITACION DE LAS ACTIVIDADES DEBIDO A DISCAPACIDAD;NA;NA;15323;16569
7305;Term2;ResultStandard0;;PROBLEMAS RELACIONADOS CON LA LIMITACION DE LAS ACTIVIDADES DEBIDO A DISCAPACIDAD;NA;NA;15323;16569
7305;Term2;AplicaStandard1;;PROBLEMAS RELACIONADOS CON LA LIMITACION LAS ACTIVIDADES DEBIDO A DISCAPACIDAD;\b\sANTE\s|\sCABE\s|\sDE\sDE\s|\sDE\s|\sDESDE\s|\sDURANTE\s|\sENTRE\s|\sHACIA\s|\sHASTA\s|\sMEDIANTE\s|\sPARA\s|\sSEGUN\s|\sSO\s|\sSOBRE\s|\sTRAS\s|\sVERSUS\s\b; ;15323;16569
7305;Term2;AplicaStandard1;;PROBLEMAS RELACIONADOS CON LA LIMITACION LAS ACTIVIDADES DEBIDO DISCAPACIDAD;\b\sA\s\b; ;15323;16569
7305;Term2;AplicaStandard1;;PROBLEMAS RELACIONADOS CON LIMITACION ACTIVIDADES DEBIDO DISCAPACIDAD;\b\sEL\s|\sLAS?\s|\sLO(S)?\s|\sUN[AO]?S?\s|\sMAS\s\b; ;15323;16569
7305;Term2;ResultStandard1;;PROBLEMAS RELACIONADOS CON LIMITACION ACTIVIDADES DEBIDO DISCAPACIDAD;NA;NA;15323;16569
7305;Term2;AplicaStandard2;;PROBLEMAS RELACIONADOS LIMITACION ACTIVIDADES DEBIDO DISCAPACIDAD;\s?\s?CON\s?; ;15323;16569
7305;Term2;ResultStandard2;;PROBLEMAS RELACIONADOS LIMITACION ACTIVIDADES DEBIDO DISCAPACIDAD;NA;NA;15323;16569
7065;Term2;Diccionario;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15323;16570
7280;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15325;16571
8973;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15326;16572
8974;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15327;16573
8975;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15328;16574
8977;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15329;16575
8978;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15330;16576
8979;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15331;16577
8982;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15332;16578
8983;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15333;16579
8984;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15334;16580
8985;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15335;16581
8987;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15336;16582
8988;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15337;16583
8989;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15338;16584
8990;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15339;16585
8994;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15340;16586
8995;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15341;16587
8996;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15342;16588
8997;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15343;16589
8998;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15344;16590
8999;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15345;16591
9000;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15346;16592
9001;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15347;16593
9002;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15348;16594
9003;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15349;16595
9004;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15350;16596
9005;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15351;16597
9006;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15352;16598
9007;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15353;16599
9009;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15354;16600
9010;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15355;16601
9012;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15356;16602
9013;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15357;16603
9014;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15358;16604
9015;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15359;16605
9016;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15360;16606
9017;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15361;16607
9018;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15362;16608
9019;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15363;16609
9020;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15364;16610
9021;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15365;16611
9022;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15366;16612
11252;Term2;Duplicado;O809;PRODUCTO UNICO NACIDO EN HOSPITAL;NA;NA;15367;16613
11242;Term2;Diccionario;;PRODUCTO UNICO NACIDO FUERA DE HOSPITAL;NA;NA;15367;16614
11242;Term2;ResultStandard0;;PRODUCTO UNICO NACIDO FUERA DE HOSPITAL;NA;NA;15367;16614
11242;Term2;AplicaStandard1;;PRODUCTO UNICO NACIDO FUERA HOSPITAL;\b\sANTE\s|\sCABE\s|\sDE\sDE\s|\sDE\s|\sDESDE\s|\sDURANTE\s|\sENTRE\s|\sHACIA\s|\sHASTA\s|\sMEDIANTE\s|\sPARA\s|\sSEGUN\s|\sSO\s|\sSOBRE\s|\sTRAS\s|\sVERSUS\s\b; ;15367;16614
11242;Term2;ResultStandard1;;PRODUCTO UNICO NACIDO FUERA HOSPITAL;NA;NA;15367;16614
11242;Term2;ResultStandard2;;PRODUCTO UNICO NACIDO FUERA HOSPITAL;NA;NA;15367;16614
9583;Term2;Diccionario;N814;PROLAPSO UTERINO;NA;NA;15367;16615
4208;Term2;Diccionario;O630;PROLONGACION DEL PRIMER PERIODO DEL TRABAJO DE PARTO;NA;NA;15368;16616
4229;Term2;Duplicado;O630;PROLONGACION DEL PRIMER PERIODO DEL TRABAJO DE PARTO;NA;NA;15370;16617
4253;Term2;Duplicado;O630;PROLONGACION DEL PRIMER PERIODO DEL TRABAJO DE PARTO;NA;NA;15371;16618
4334;Term2;Duplicado;O630;PROLONGACION DEL PRIMER PERIODO DEL TRABAJO DE PARTO;NA;NA;15372;16619
4503;Term2;Duplicado;O630;PROLONGACION DEL PRIMER PERIODO DEL TRABAJO DE PARTO;NA;NA;15373;16620
4515;Term2;Duplicado;O630;PROLONGACION DEL PRIMER PERIODO DEL TRABAJO DE PARTO;NA;NA;15374;16621
4597;Term2;Duplicado;O630;PROLONGACION DEL PRIMER PERIODO DEL TRABAJO DE PARTO;NA;NA;15375;16622
2292;Term2;Diccionario;O631;PROLONGACION DEL SEGUNDO PERIODO DEL TRABAJO DE PARTO;NA;NA;15375;16623
4206;Term2;Duplicado;O631;PROLONGACION DEL SEGUNDO PERIODO DEL TRABAJO DE PARTO;NA;NA;15377;16624
